Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Delis,"3856 Bathurst Street
Toronto, ON M3H 3N3",Pancer’s Original Deli,(416) 636-1230,$11-30,pancersoriginaldeli.com,https://www.yelp.ca/adredir?ad_business_id=LiY0vRXMWrjUrXQr2Z_D4A&campaign_id=bu77YtaZ_6CfzarOgKb1CQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fpancers-original-deli-toronto&request_id=b6ae1ed0bfaacc1b&signature=2da2bcc85bd8e02bb637c07d9215477419e0161f9e38ac11ba7ca181a2d6160b&slot=0,43.740806,-79.435246
Delis,"1446 Yonge Street
Toronto, ON M4T 1Y5",Zelden’s Deli and Desserts,(647) 347-3474,$11-30,zeldensdelianddesserts.com,https://www.yelp.ca/biz/zeldens-deli-and-desserts-toronto,43.687477,-79.393982
Delis,"93 Front St E
Toronto, ON M5E 1C3",Scheffler’s Delicatessen,(416) 364-2806,$11-30,,https://www.yelp.ca/biz/schefflers-delicatessen-toronto,43.649052,-79.371774
Delis,"7 Camden Street
Toronto, ON M5V 1V2",Avenue Open Kitchen,(416) 504-7131,Under $10,avenueopenkitchen.com,https://www.yelp.ca/biz/avenue-open-kitchen-toronto,43.647128,-79.396451
Delis,"160 McCaul Street
Toronto, ON M5T 1W3",Sid’s Deli,(416) 260-5156,$11-30,sidsdeli.ca,https://www.yelp.ca/biz/sids-deli-toronto,43.655506,-79.391953
Delis,"1140 Bay Street
Toronto, ON M5S 2B4",The New Yorker Deli,(416) 923-3354,$11-30,,https://www.yelp.ca/biz/the-new-yorker-deli-toronto,43.668388,-79.38928
Delis,"346 Eglinton Avenue W
Toronto, ON M5N 1A2",Yitz’s Deli & Catering,(416) 487-4506,$11-30,yitzs.ca,https://www.yelp.ca/biz/yitzs-deli-and-catering-toronto,43.704641,-79.409041
Delis,"415 Roncesvalles Ave
Toronto, ON M6R 2N1",Village Meat Products & Deli,(416) 535-9963,$11-30,,https://www.yelp.ca/biz/village-meat-products-and-deli-toronto,43.6513,-79.450729
Delis,"414 Dupont Street
Toronto, ON M5R 1V9",Schmaltz Appetizing,(647) 350-4261,$11-30,schmaltzappetizing.com,https://www.yelp.ca/biz/schmaltz-appetizing-toronto,43.673845,-79.411756
Delis,"55 University Avenue
Toronto, ON M5J 2H7",Jaspers Deli,(416) 368-7662,Under $10,,https://www.yelp.ca/biz/jaspers-deli-toronto-4,43.646808,-79.383929
Delis,"64 Kingston Road
Toronto, ON M4L 1S4",Jody’s Deli,(416) 698-3354,$31-60,jodysdeli.ca/zgrid/themes/106…,https://www.yelp.ca/biz/jodys-deli-toronto-2,43.669002,-79.31192
Delis,"1960 Bloor Street W
Toronto, ON M6P 3K9",High Park Deli Express,(416) 769-3223,Under $10,,https://www.yelp.ca/biz/high-park-deli-express-toronto,43.653293,-79.467642
Delis,"2116 Bloor Street W
Toronto, ON M6S 1M8",Tanya’s Deli,(416) 767-1204,,,https://www.yelp.ca/biz/tanyas-deli-toronto,43.652239,-79.472228
Delis,"135 Roncesvalles Avenue
Toronto, ON M6R 2L2",Benna’s Fine Food,(416) 534-0031,$11-30,,https://www.yelp.ca/biz/bennas-fine-food-toronto,43.643244,-79.447718
Delis,"516 Parliament Street
Toronto, ON M4X 1P4",St James Town Steak & Chops,(416) 925-7665,$11-30,steakandchops.ca,https://www.yelp.ca/biz/st-james-town-steak-and-chops-toronto,43.665673,-79.368782
Delis,"99 Advance Rd
Toronto, ON M8Z 2S6",Ontario Fresh & Tasty,(416) 234-8063,Under $10,ontariofreshandtasty.com,https://www.yelp.ca/biz/ontario-fresh-and-tasty-toronto,43.635909,-79.519801
Delis,"510 Queen St E
Toronto, ON M5A 1V2",River Towne Deli,(416) 203-6664,Under $10,,https://www.yelp.ca/biz/river-towne-deli-toronto,43.657035,-79.358568
Delis,"290 Main Street
Toronto, ON M4C 4X5",Grumbel’s Deli-Cafe Shop,(416) 693-6887,$11-30,,https://www.yelp.ca/biz/grumbels-deli-cafe-shop-toronto,43.687512,-79.301903
Delis,"777 Warden Avenue
Toronto, ON M1L 4C3",Jody’s Deli,(647) 748-3354,$11-30,,https://www.yelp.ca/biz/jodys-deli-toronto,43.724625,-79.286164
Delis,"114 Ossington Avenue
Toronto, ON M6J 2Z4",Venezia Bakery,(416) 537-2914,Under $10,veneziabakery.ca,https://www.yelp.ca/biz/venezia-bakery-toronto,43.646751,-79.419952
Delis,"96 Richmond Street W
Toronto, ON M5H 2A3",Shopsy’s Deli & Restaurants,(416) 365-3354,$11-30,shopsys.ca,https://www.yelp.ca/biz/shopsys-deli-and-restaurants-toronto,43.651089,-79.382919
Delis,"1435 Dundas Street W
Toronto, ON M6J 1Y7",Pavao Meat’s & Deli,(416) 533-7667,$11-30,pavaomeats.com/deli/deli-meats,https://www.yelp.ca/biz/pavao-meats-and-deli-toronto,43.649456,-79.429867
Delis,"145 King St W
Toronto, ON M5H 1J8",Marcello’s Market & Deli,(416) 860-0300,Under $10,,https://www.yelp.ca/biz/marcellos-market-and-deli-toronto-3,43.64744,-79.383929
Delis,"465 King St E
Toronto, ON M5A 1L6",Kings’ Deli Cafe,(416) 366-5929,Under $10,,https://www.yelp.ca/biz/kings-deli-cafe-toronto,43.653859,-79.360583
Delis,"777 Warden Avenue
Toronto, ON M1L 4C3",Jodys Sundays & Deli,(647) 748-3354,$11-30,jodysdeli.ca,https://www.yelp.ca/biz/jodys-sundays-and-deli-toronto-2,43.724399,-79.285819
