Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
American (Traditional),"1560 Yonge St
Unit 107
Toronto, ON M4T 2S9",Swiss Chalet Rotisserie & Grill,(416) 964-6501,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-14,43.68993,-79.394941
American (Traditional),"12 Kensington Ave
Toronto, ON M5T 2J7",The Last Temptation,(416) 599-2551,Under $10,,https://www.yelp.ca/biz/the-last-temptation-toronto,43.653177,-79.400335
American (Traditional),"949 Eglinton Ave W
Toronto, ON M6C 2C3",Swiss Chalet Rotisserie & Grill,(416) 783-2345,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-40,43.700144,-79.428499
American (Traditional),"3140 Dufferin Avenue
Unit 102
Toronto, ON M6A 2T1",Swiss Chalet Rotisserie & Grill,(416) 789-5445,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-36,43.716649,-79.45631
American (Traditional),"590 Keele St
Toronto, ON M6N 3E2",Swiss Chalet Rotisserie & Grill,(416) 760-7893,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-8,43.671593,-79.467455
American (Traditional),"Sheraton Hotel
123 Queen St W
Toronto, ON M5H 3K6",Trader’s,(416) 361-1000,,sheratontoronto.com/traders-r…,https://www.yelp.ca/biz/traders-toronto,43.65133,-79.384306
American (Traditional),"924 Dixon Road
Toronto, ON M9W 1J9",Airport Gate Cafe & Grill,(647) 748-2233,$11-30,airportgatecafe.com,https://www.yelp.ca/biz/airport-gate-cafe-and-grill-toronto,43.687412,-79.596681
American (Traditional),"2408 Danforth Ave
Toronto, ON M4C 1K9",Scrumdelicious,(416) 690-6794,,,https://www.yelp.ca/biz/scrumdelicious-toronto,43.687745,-79.305161
American (Traditional),"3253 Bayview Ave
Toronto, ON M2K 1G4",Swiss Chalet Rotisserie & Grill,(416) 250-0050,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-26,43.788697,-79.392851
American (Traditional),"1255 The Queensway
Toronto, ON M8Z 1S1",Swiss Chalet Rotisserie & Grill,(416) 251-4100,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-32,43.620342,-79.523957
American (Traditional),"1 First Canadian Place
100 King ST W
Toronto, ON M5X 1E1",Swiss Chalet Rotisserie & Grill,(416) 368-2702,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-13,43.648566,-79.381807
American (Traditional),"Toronto Islands
Toronto, ON M5J 1A1",The Carousel Café,(416) 203-0405,$11-30,centreisland.ca/food-and-drin…,https://www.yelp.ca/biz/the-carousel-caf%C3%A9-toronto-2,43.628947,-79.39442
American (Traditional),"416 Roncesvalles Avenue
Toronto, ON M6R 2N2",Loons Restaurant & Pub,(416) 535-8561,$11-30,loonspub.com,https://www.yelp.ca/biz/loons-restaurant-and-pub-toronto,43.65173,-79.45126
American (Traditional),"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=0bc4d7ad76be353e&signature=89380e6bee25fe94476e666b3de33d2efae8df3cefbdeb1ff4a55cf4f6cc0f2f&slot=0,43.645852,-79.387863
American (Traditional),"269 Stn Commerce Court
Toronto, ON M5L 1E9",Harvey’s Restaurants,(416) 865-1129,,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-toronto-11,43.647869,-79.379465
American (Traditional),"46 Blue Jays Way
Toronto, ON M5V 2G3",Wahlburgers,(416) 489-8922,$11-30,wahlburgers.ca,https://www.yelp.ca/biz/wahlburgers-toronto,43.644733,-79.391851
American (Traditional),"1400 O'Connor Dr
Toronto, ON M4B 2T8",Swiss Chalet Rotisserie & Grill,(416) 701-9869,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-41,43.712856,-79.307552
American (Traditional),"2555 Victoria Park Ave
Toronto, ON M1T 1A3",Swiss Chalet Rotisserie & Grill,(416) 494-9693,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-27,43.773305,-79.321704
American (Traditional),"60 Overlea Blvd
Toronto, ON M4H 1B6",Swiss Chalet Rotisserie & Grill,(416) 696-2268,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-30,43.707786,-79.344355
American (Traditional),"700 University Ave
Toronto, ON M5G 1Z5",Swiss Chalet Rotisserie & Grill,(416) 260-8574,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-19,43.659503,-79.390912
American (Traditional),"79 Wellington Street W
TD South Tower, 36th Fl.
Toronto, ON M5K 1J5",Stratus Restaurant,(416) 865-1924,,stratusrestaurant.com,https://www.yelp.ca/biz/stratus-restaurant-toronto-2,43.646947,-79.381626
American (Traditional),"900 Dufferin St
Unit 3
Toronto, ON M6H 4A9",Swiss Chalet Rotisserie & Grill,(416) 536-5335,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-11,43.656013,-79.435247
American (Traditional),"1077 Wilson Avenue
Toronto, ON M3K 1G7",Swiss Chalet Rotisserie & Grill,(416) 636-0562,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-29,43.726919,-79.480442
American (Traditional),"101 Wicksteed Ave
Toronto, ON M4G 4H9",Harvey’s Restaurants,(416) 422-4184,$11-30,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-toronto-12,43.710664,-79.357532
American (Traditional),"2827 Dundas Street West
Toronto, ON M6P 1Y6",Shoxs Billiard Lounge,(416) 762-7097,$11-30,,https://www.yelp.ca/biz/shoxs-billiard-lounge-toronto,43.665311,-79.463625
American (Traditional),"642 Dixon Road
Toronto, ON M9W 1J1",Swiss Chalet Rotisserie & Grill,(416) 249-7371,,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-rotisserie-and-grill-toronto-42,43.691384,-79.576671
American (Traditional),"1230 Sheppard Avenue W
Toronto, ON M3J 2P6",SVG Bar and Grill,(416) 567-5742,,,https://www.yelp.ca/biz/svg-bar-and-grill-toronto,43.754982,-79.479419
American (Traditional),"38 The Esplanade
Toronto, ON M5E 1A1",Tilted Kilt Pub & Eatery,(416) 603-0100,$11-30,tiltedkilt.com,https://www.yelp.ca/biz/tilted-kilt-pub-and-eatery-toronto,43.64693,-79.374978
