Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Cajun/Creole,"664 Yonge Street
Toronto, ON M4Y 2A6",The Boil Bar,(416) 515-8868,$11-30,theboilbar.com,https://www.yelp.ca/biz/the-boil-bar-toronto,43.667105,-79.385721
Cajun/Creole,"745 Queen Street W
Toronto, ON M6J 1G1",Harlem Underground,(416) 366-4743,$11-30,harlemrestaurant.com,https://www.yelp.ca/biz/harlem-underground-toronto-3,43.64642,-79.407097
Cajun/Creole,"25 Overlea Boulevard
Toronto, ON M4H 1P9",Drumstickz,(647) 748-7861,,,https://www.yelp.ca/biz/drumstickz-toronto,43.704334,-79.349999
Cajun/Creole,"296A Gerrard Street E
Toronto, ON M5A 2G4",Jerk Paradise,(416) 901-5060,,jerkparadise.com,https://www.yelp.ca/biz/jerk-paradise-toronto,43.662108,-79.366746
Cajun/Creole,"3655 St Clair Avenue E
Toronto, ON M1M 1T1",Little Bourbon House,(416) 536-1806,,littlebourbonhouse.com,https://www.yelp.ca/biz/little-bourbon-house-toronto,43.718469,-79.25063
Cajun/Creole,"220 Yonge St
Toronto, ON M5B",Bourbon Street Grill,,Under $10,,https://www.yelp.ca/biz/bourbon-street-grill-toronto,43.653611,-79.38006
Cambodian,"1018 St Clair Avenue W
Toronto, ON M6E 1A4",Khmer Thai Restaurant,(416) 654-0609,$11-30,khmerthai.com,https://www.yelp.ca/biz/khmer-thai-restaurant-toronto-2,43.679295,-79.437854
Cambodian,"1610 Queen Street E
Toronto, ON M4L 1G2",Pachira Asian Cuisine,(416) 778-9488,Under $10,,https://www.yelp.ca/biz/pachira-asian-cuisine-toronto,43.666397,-79.316825
Canadian (New),"1 Richmond Street W
Toronto, ON M5H 3W4",Richmond Station,(647) 748-1444,$31-60,richmondstation.ca,https://www.yelp.ca/biz/richmond-station-toronto,43.651373,-79.379285
Canadian (New),"1801 Gerrard Street E
Toronto, ON M4L 2B4",Bodega Henriette,(416) 546-6261,$11-30,bodegahenriette.com,https://www.yelp.ca/biz/bodega-henriette-toronto-2,43.678049,-79.314774
Canadian (New),"1454 Dundas Street W
Toronto, ON M6J 1Y6",Antler Kitchen & Bar,(647) 345-8300,$31-60,antlerkitchenbar.com,https://www.yelp.ca/biz/antler-kitchen-and-bar-toronto,43.649718,-79.430604
Canadian (New),"523 Annette Street
Toronto, ON M6P 1S1",Grillway Subs & Burgers,(416) 761-1811,Under $10,grillway.ca,https://www.yelp.ca/biz/grillway-subs-and-burgers-toronto,43.65995,-79.479805
Canadian (New),"21B St. Clair Avenue W
Toronto, ON M4V 1K6",Mary Be Kitchen,(416) 792-7596,$11-30,marybekitchen.com,https://www.yelp.ca/biz/mary-be-kitchen-toronto,43.687668,-79.394859
Canadian (New),"1168 Queen Street W
Toronto, ON M6J 1J5",Nuit Social,(647) 350-6848,$11-30,nuitsocial.com,https://www.yelp.ca/biz/nuit-social-toronto-2,43.642901,-79.425364
Canadian (New),"1708 Eglinton Avenue West
Toronto, ON M6E 2H5",Hang-Outs,(416) 843-9841,,hangoutsfoods.com,https://www.yelp.ca/biz/hang-outs-toronto-2,43.696706,-79.446445
Canadian (New),"59 Ossington Avenue
Toronto, ON M6J 2Y9",Boralia,(647) 351-5100,$31-60,boraliato.com,https://www.yelp.ca/biz/boralia-toronto,43.645561,-79.419203
Canadian (New),"1820 Danforth Avenue
Toronto, ON M4C 1H8",Forth Avenue Kitchen & Bar,(647) 348-8622,$11-30,forthavenue.ca,https://www.yelp.ca/biz/forth-avenue-kitchen-and-bar-toronto,43.684691,-79.318434
Canadian (New),"88 Fort York Boulevard
Toronto, ON M5V 4A7",Arbar,(647) 350-5405,,arbar.ca,https://www.yelp.ca/biz/arbar-toronto,43.640032,-79.397213
Canadian (New),"33 Yonge Street
Toronto, ON M5E 0A9",Pick 6ix,,$31-60,pick6ixto.com,https://www.yelp.ca/biz/pick-6ix-toronto,43.647704,-79.37705
Canadian (New),"896 Queen St E
Toronto, ON M4M 1J3",Core,(416) 519-8101,,corerestaurant.com,https://www.yelp.ca/biz/core-toronto-5,43.66049,-79.343016
Canadian (New),"912 Queen Street E
Toronto, ON M4M 1J5",Bunny’s,(647) 340-6439,$11-30,,https://www.yelp.ca/biz/bunnys-toronto,43.660736,-79.342312
Canadian (New),"21 Kensington Avenue
Toronto, ON M5T 2J8",Maison Close 1888,(416) 276-9745,Under $10,maisonclose1888.com,https://www.yelp.ca/biz/maison-close-1888-toronto,43.653192,-79.399958
Canadian (New),"5 St Joseph Street
Toronto, ON M4Y 1Z3",The Wickson Social,(647) 748-1501,$11-30,thewicksonsocial.com,https://www.yelp.ca/biz/the-wickson-social-toronto,43.665958,-79.385472
Canadian (New),"1438A Dufferin Street
Toronto, ON M6H 3L1",Rush Hour,(416) 533-4687,$11-30,rushhourrestaurant.ca,https://www.yelp.ca/biz/rush-hour-toronto,43.671171,-79.440322
Canadian (New),"1597 Dundas Street W
Toronto, ON M6K 1T9",Uncle Mikey’s,(416) 537-8973,$11-30,,https://www.yelp.ca/biz/uncle-mikeys-toronto,43.649673,-79.434882
Canadian (New),"1794 Danforth Avenue
Toronto, ON M4C 1H8",Local 1794,(416) 463-1794,$11-30,local1794.ca,https://www.yelp.ca/biz/local-1794-toronto,43.684431,-79.318825
Canadian (New),"36 Wellington Street E
Toronto, ON M5E 1C7",East Thirty-Six,(647) 350-3636,$11-30,eastthirtysix.com,https://www.yelp.ca/biz/east-thirty-six-toronto,43.648453,-79.375071
Canadian (New),"746 Queen Street W
Toronto, ON M6J 1E9",Canis,(416) 203-3317,$31-60,canisrestaurant.com,https://www.yelp.ca/biz/canis-toronto,43.646093,-79.410115
Canadian (New),"1627 Dupont Street
Toronto, ON M6P 3S8",Farmhouse Tavern,(416) 561-9114,$11-30,farmhousehospitality.tumblr.c…,https://www.yelp.ca/biz/farmhouse-tavern-toronto,43.664787,-79.455335
Canadian (New),"3058 Bloor Street W
Toronto, ON M8X 1C4",Azarias,(647) 352-8448,$31-60,azariasrestaurant.com,https://www.yelp.ca/biz/azarias-toronto,43.646998,-79.513195
Canadian (New),"25 The West Mall
Unit 500
Toronto, ON M9C 1B8",JOEY Sherway,(647) 748-5639,$11-30,joeyrestaurants.com,https://www.yelp.ca/biz/joey-sherway-toronto,43.611818,-79.557024
Canadian (New),"2798 Victoria Park Avenue
Toronto, ON M2J 4A8",Rosemary & Thyme Family Restaurant,(416) 499-0880,Under $10,,https://www.yelp.ca/biz/rosemary-and-thyme-family-restaurant-toronto,43.788145,-79.329492
Canadian (New),"138 Avenue Road
Toronto, ON M5R 2H6",Evoo Ristorante,(647) 560-0381,Above $61,evooristorante.com,https://www.yelp.ca/biz/evoo-ristorante-toronto,43.674419,-79.396644
Canadian (New),"1096 Queen Street W
Toronto, ON M6J 1H9",The Good Son,(416) 551-0589,$31-60,thegoodsontoronto.com,https://www.yelp.ca/biz/the-good-son-toronto,43.643447,-79.422665
Canadian (New),"524 Church Street
Toronto, ON M4Y 1C5",Loaded Pierogi,(416) 792-1476,$11-30,loadedpierogi.com,https://www.yelp.ca/biz/loaded-pierogi-toronto-5,43.664704,-79.380656
Canadian (New),"260 Yonge Street
Toronto, ON M5B 2L9",Bar Verde,(416) 552-2920,$11-30,restaurants.nordstrom.com,https://www.yelp.ca/biz/bar-verde-toronto,43.654751,-79.380244
Canadian (New),"130 Queen Street W
Toronto, ON M5H 2N6",Osgoode Hall Restaurant,(416) 947-3361,$31-60,osgoodehallrestaurant.com,https://www.yelp.ca/biz/osgoode-hall-restaurant-toronto,43.652187,-79.385138
Canadian (New),"Shangri-La Hotel
188 University Avenue
Toronto, ON M5H 0A3",Bosk,(647) 788-8294,$31-60,shangri-la.com/toronto/shangr…,https://www.yelp.ca/biz/bosk-toronto,43.64946,-79.386188
Canadian (New),"124 Merton St
Toronto, ON M4S 2Z2",Petit Marche,(416) 544-8345,,,https://www.yelp.ca/biz/petit-marche-toronto,43.697174,-79.392506
Canadian (New),"100 Yonge Street
Suite 100
Toronto, ON M5C 2W1",lbs. Restaurant,(647) 351-4747,$31-60,lbstoronto.com,https://www.yelp.ca/biz/lbs-restaurant-toronto-3,43.649921,-79.37835
Canadian (New),"293 Palmerston Avenue
Toronto, ON M6J 2J3",Woodlot Restaurant,(647) 342-6307,$31-60,woodlottoronto.com,https://www.yelp.ca/biz/woodlot-restaurant-toronto,43.655641,-79.409916
Canadian (New),"581 Mount Pleasant
Toronto, ON M4S 2M5",Kū-kŭm,(416) 519-2638,$31-60,kukum-kitchen.com,https://www.yelp.ca/biz/k%C5%AB-k%C5%ADm-toronto,43.703609,-79.387995
Canadian (New),"107 King Street E
Toronto, ON M5C 1G6",Copetin,(416) 603-8009,$11-30,copetin.ca,https://www.yelp.ca/biz/copetin-toronto,43.649838,-79.373966
Canadian (New),"1953 Queen Street E
Toronto, ON M4L 1H7",Peppery Cat,(416) 271-7200,$11-30,,https://www.yelp.ca/biz/peppery-cat-toronto,43.669386,-79.302315
Canadian (New),"Holiday Inn
30 Carlton Street
Toronto, ON M5B 2E9",The Carlton Restaurant,(877) 660-8550,,holidayinn.com/hotels/us/en/t…,https://www.yelp.ca/biz/the-carlton-restaurant-toronto,43.661713,-79.381104
Canadian (New),"996 Queen Street W
Toronto, ON M6J 1H1",Montgomery’s Restaurant,(647) 748-4416,$31-60,montgomerysrestaurant.com,https://www.yelp.ca/biz/montgomerys-restaurant-toronto,43.644377,-79.418465
Canadian (New),"3450 Dufferin Street
Toronto, ON M6A 2V1",Cafe Monterey,(416) 789-5161,$11-30,,https://www.yelp.ca/biz/cafe-monterey-toronto,43.725864,-79.459148
Canadian (New),"1104 Victoria Park Avenue
Toronto, ON M4B 2K3",Gingerman Restaurant,(416) 757-5005,Under $10,,https://www.yelp.ca/biz/gingerman-restaurant-toronto-3,43.70776,-79.29621
Canadian (New),"7 Hart House Circle
Toronto, ON M5S 3H3",Gallery Grill,(416) 978-2445,$31-60,,https://www.yelp.ca/biz/gallery-grill-toronto,43.663908,-79.394484
Canadian (New),"199 Augusta Avenue
Toronto, ON M5T 2L4",Grey Gardens,(647) 351-1552,$31-60,greygardens.ca,https://www.yelp.ca/biz/grey-gardens-toronto,43.653806,-79.401477
Canadian (New),"1681 Lakeshore Boulevard E
Toronto, ON M4L 3W6",Carters Landing,(416) 698-3456,$11-30,carterslanding.ca,https://www.yelp.ca/biz/carters-landing-toronto,43.662741,-79.310042
Canadian (New),"1967 Avenue Road
Toronto, ON M5M 4A3",Kitchen,(416) 551-0468,$11-30,kitchenonavenue.com,https://www.yelp.ca/biz/kitchen-toronto,43.734602,-79.419584
Canadian (New),"150 Harbord Street
Toronto, ON M5S 1H2",Harbord House,(647) 430-7365,$11-30,harbordhouse.ca,https://www.yelp.ca/biz/harbord-house-toronto,43.662454,-79.405476
Canadian (New),"2066 Dundas Street W
Toronto, ON M6R 1W8",Dundas Park Kitchen,(647) 351-4793,$11-30,dundasparkkitchen.ca,https://www.yelp.ca/biz/dundas-park-kitchen-toronto,43.652031,-79.447896
Canadian (New),"79 Wellington Street W
36th Floor
Toronto, ON M5K 1J5",Stratus,(416) 865-0900,$31-60,stratusrestaurant.com,https://www.yelp.ca/biz/stratus-toronto,43.646955,-79.381418
Canadian (New),"2180 Yonge Street 3rd Floor
Toronto, ON M4S 2A9",Sandy’s,(416) 480-8001,,,https://www.yelp.ca/biz/sandys-toronto,43.705382,-79.399382
Canadian (New),"514 Eglinton Avenue W
Toronto, ON M5N 1A5",House of Chan,(416) 781-5575,Above $61,houseofchan.ca,https://www.yelp.ca/biz/house-of-chan-toronto-2,43.703671,-79.413581
Canadian (New),"1198 Queen Street W
Toronto, ON M6J 1J6",Dandylion Restaurant,(647) 464-9100,$31-60,restaurantdandylion.com,https://www.yelp.ca/biz/dandylion-restaurant-toronto,43.64284,-79.426634
Canadian (New),"1234 Yonge Street
Toronto, ON M4T 1W3",Wylie’s Restaurant,(416) 920-9063,$11-30,wyliespub.ca,https://www.yelp.ca/biz/wylies-restaurant-toronto,43.682597,-79.392034
Canadian (New),"3820 Victoria Park
Toronto, ON M2J 1X1",Viva City,(416) 499-1014,,,https://www.yelp.ca/biz/viva-city-toronto,43.812316,-79.340617
Canadian (New),"The Fairmont Royal York
100 Front Street W
Toronto, ON M5J 1E3",The Library Bar,(416) 368-2511,$31-60,fairmont.com,https://www.yelp.ca/biz/the-library-bar-toronto-2,43.646075,-79.381821
Canadian (New),"730 Queen Street E
Toronto, ON M4M 1H2",Ruby Watchco,(416) 465-0100,$31-60,rubywatchco.ca,https://www.yelp.ca/biz/ruby-watchco-toronto,43.659209,-79.349147
Canadian (New),"99 Pape Avenue
Toronto, ON M4M 1K3",Icy Spicy Fusion Restaurant,,Under $10,,https://www.yelp.ca/biz/icy-spicy-fusion-restaurant-toronto,43.661693,-79.337712
Canadian (New),"1069 Bloor Street W
Toronto, ON M6H 1M3",Wenona Craft Beer Lodge,(647) 344-6444,$11-30,wenonalodge.ca,https://www.yelp.ca/biz/wenona-craft-beer-lodge-toronto,43.660299,-79.432812
Canadian (New),"773 Warden Avenue
Unit 1A
Toronto, ON M1L 4C2",Cafe Avocado,,,cafeavocado.com,https://www.yelp.ca/biz/cafe-avocado-toronto,43.723809,-79.285294
Canadian (New),"383 Eglinton Ave. E.
Toronto, ON M4P 1M5",Gabby’s Bistro,(416) 484-4101,$11-30,gabbys.ca,https://www.yelp.ca/biz/gabbys-bistro-toronto,43.709282,-79.384985
Canadian (New),"2022 Queen Street E
Toronto, ON M4L 1J4",Green Eggplant Restaurant,(416) 913-3361,$11-30,greeneggplant.com,https://www.yelp.ca/biz/green-eggplant-restaurant-toronto-3,43.670533,-79.298797
