Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Diners,"155 Liberty St
Toronto, ON M6K",Mike’s Liberty Grill,(416) 536-4444,$11-30,mikeslibertygrill.com,https://www.yelp.ca/biz/mikes-liberty-grill-toronto,43.637179,-79.424586
Diners,"913 Alness Street
Toronto, ON M3J 2J1",Coral Resturant,(416) 937-0678,,,https://www.yelp.ca/biz/coral-resturant-toronto,43.780213,-79.475336
Diners,"801 York Mills Rd
Toronto, ON M3B 1X7",Swiss Chalet,(416) 449-9194,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-toronto-6,43.753024,-79.357735
Dinner Theater,"2026 Yonge Street
Toronto, ON M4S 1Z9",Mysteriously Yours Dinner Theatre,(416) 486-7469,Above $61,mysteriouslyyours.ca,https://www.yelp.ca/biz/mysteriously-yours-dinner-theatre-toronto,43.701222,-79.397251
Egyptian,"226 Greenwood Avenue
Toronto, ON M4L 2R2",Maha’s,(416) 462-2703,$11-30,mahasbrunch.com,https://www.yelp.ca/biz/mahas-toronto-2,43.67168,-79.328577
Ethiopian,"1690 Danforth Avenue
Toronto, ON M4C",Lucy Ethiopian Kitchen,(416) 406-0534,$11-30,lucysethiopianrest.wix.com/lu…,https://www.yelp.ca/biz/lucy-ethiopian-kitchen-toronto,43.684113,-79.320714
Ethiopian,"4 Irwin Avenue
Toronto, ON M4Y 1K9",Ethiopian House Restaurant,(416) 923-5438,$11-30,ethiopianhouse.com,https://www.yelp.ca/biz/ethiopian-house-restaurant-toronto,43.666677,-79.385481
Ethiopian,"884 Danforth Avenue
Toronto, ON M4J 1L7",Abyssinia Ethiopian Restaurant,(416) 778-9798,,abyssiniatoronto.com,https://www.yelp.ca/biz/abyssinia-ethiopian-restaurant-toronto,43.680053,-79.339836
Ethiopian,"360 Queen Street E
Toronto, ON M5A 1T1",King Solomon and Queen of Sheba,(416) 368-9002,$11-30,,https://www.yelp.ca/biz/king-solomon-and-queen-of-sheba-toronto,43.655806,-79.363937
Ethiopian,"587 Parliament Street
Toronto, ON M4X 1P9",Shalom Ethopian Restaurant,(416) 964-7271,$11-30,,https://www.yelp.ca/biz/shalom-ethopian-restaurant-toronto,43.667514,-79.36912
Ethiopian,"1178 Queen Street W
Toronto, ON M6J 2J5",Nunu Ethiopian Fusion,(647) 351-6868,$11-30,nunuethiopian.com,https://www.yelp.ca/biz/nunu-ethiopian-fusion-toronto,43.642969,-79.425705
Ethiopian,"1202 Danforth Avenue
Toronto, ON M4J",Lalibela Ethiopian Restaurant,(416) 645-0486,$11-30,lalibelacuisine.com,https://www.yelp.ca/biz/lalibela-ethiopian-restaurant-toronto,43.68171,-79.331999
Ethiopian,"869 Bloor Street W
Toronto, ON M6G 1M4",Lalibela Ethiopian Restaurant,(416) 535-6615,$11-30,lalibelaethiopianrestaurant.c…,https://www.yelp.ca/biz/lalibela-ethiopian-restaurant-toronto-2,43.662039,-79.42483
Ethiopian,"418 College Street
Toronto, ON M5T 1T3",Sheba Ethiopian Restaurant,(416) 963-5527,$11-30,shebaethiopianrestaurant.ca,https://www.yelp.ca/biz/sheba-ethiopian-restaurant-toronto,43.656826,-79.406878
Ethiopian,"1260 Danforth Avenue
Toronto, ON M4J 1M6",Blue Nile Restaurant,(416) 465-9454,$11-30,,https://www.yelp.ca/biz/blue-nile-restaurant-toronto,43.682008,-79.330864
Ethiopian,"1360 Danforth Ave
Toronto, ON M4J",Wazema Ethiopian Restaurant,(416) 466-5713,Under $10,wazemarestaurant.com,https://www.yelp.ca/biz/wazema-ethiopian-restaurant-toronto,43.682463,-79.328522
Ethiopian,"2050 Danforth Ave
Toronto, ON M4C 1J6",Hirut,(416) 551-7560,$11-30,,https://www.yelp.ca/biz/hirut-toronto,43.685602,-79.313825
