Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Hot Dogs,"130A St George St
Toronto, ON M4W 1A7",Hot Dog Stand,,,,https://www.yelp.ca/biz/hot-dog-stand-toronto,43.681236,-79.377222
Hot Dogs,"331 Roncesvalles Avenue
Toronto, ON M6R 2M8",Round the Horn,(416) 785-2123,Under $10,,https://www.yelp.ca/biz/round-the-horn-toronto,43.649194,-79.449944
Hot Dogs,"79 Richmond Street E
unit 101
Toronto, ON M5C 3A6",Soloways Hotdog Factory Outlet,(416) 350-8385,$11-30,solowaysoutlet.ca,https://www.yelp.ca/biz/soloways-hotdog-factory-outlet-toronto,43.652506,-79.374494
Hot Dogs,"600 Gerrard Street E
Toronto, ON M4M 1Y3",Farside,(647) 337-7433,$11-30,farsideto.com,https://www.yelp.ca/biz/farside-toronto,43.665838,-79.351855
Hot Dogs,"10 Queen Street W
Toronto, ON M5H 3X4",Toronto Street Meat,(647) 700-4646,,torontostreetmeat.com,https://www.yelp.ca/biz/toronto-street-meat-toronto,43.652512,-79.379913
Hot Dogs,"76 St-George Street
Toronto, ON M5S 3H4",Hot Dog Vendor in front of SS,,,,https://www.yelp.ca/biz/hot-dog-vendor-in-front-of-ss-toronto,43.662905,-79.398065
Hot Dogs,"77 Harbour Square
Near Second Cup
Toronto, ON M5J",Hot Dog Stand Queens Quay Centre,,,,https://www.yelp.ca/biz/hot-dog-stand-queens-quay-centre-toronto,43.640433,-79.379547
Hot Dogs,"Bay St & Queen St
Toronto, ON M7A 0A7",Willy Top Dog,(800) 915-4683,,,https://www.yelp.ca/biz/willy-top-dog-toronto,43.651759,-79.382853
Hot Pot,"633 Silver Star Boulverd
Unit 110-111
Toronto, ON M1V 5N1",Potman Hotpot,(416) 412-1500,$11-30,potmanhotpot.com,https://www.yelp.ca/biz/potman-hotpot-toronto,43.82214,-79.298508
Hot Pot,"1-5813 Yonge Street
Toronto, ON M2M 3T9",Loco Hot Pot,(416) 519-9038,,,https://www.yelp.ca/biz/loco-hot-pot-toronto,43.785074,-79.416039
Hot Pot,"1549 Steeles Avenue E
Toronto, ON M2M 3Y7",Myoungdong Chammat Kalguksu,(416) 733-8811,$11-30,,https://www.yelp.ca/biz/myoungdong-chammat-kalguksu-toronto-2,43.805796,-79.384577
Hungarian,"1959 Gerrard Street E
Toronto, ON M4E 2A9",Budapest Restaurant,(647) 347-5047,$11-30,budapestrestaurant.ca,https://www.yelp.ca/biz/budapest-restaurant-toronto,43.681047,-79.310017
Hungarian,"196 Augusta Avenue
Toronto, ON M5T 2L6",Hungary Thai Bar & Eatery Restaurant,(416) 595-6405,$11-30,,https://www.yelp.ca/biz/hungary-thai-bar-and-eatery-restaurant-toronto,43.654321,-79.402084
Hungarian,"109 McCaul Street
Toronto, ON M5T 3K5",Gypsy Hungarian Restaurant,,,,https://www.yelp.ca/biz/gypsy-hungarian-restaurant-toronto,43.653718,-79.390903
Indian,"796 Bloor Street W
Toronto, ON M6G 1L7",Banjara Indian Cuisine,(416) 963-9360,$11-30,bloor.torontobanjara.com/cont…,https://www.yelp.ca/biz/banjara-indian-cuisine-toronto,43.66316,-79.421923
Indian,"1991 Yonge Street
Toronto, ON M4S 1Z8",Khau Gully,,$11-30,khaugully.ca,https://www.yelp.ca/biz/khau-gully-toronto,43.700544,-79.396871
Indian,"21 Davenport Road
Toronto, ON M5R 1H2",Bhoj Indian Cuisine,(416) 961-8351,$11-30,indianbhoj.ca,https://www.yelp.ca/biz/bhoj-indian-cuisine-toronto-2,43.672741,-79.389045
Indian,"69 Yorkville Ave
Toronto, ON M5R 1B8",Utsav,(416) 961-8349,$11-30,utsav.ca,https://www.yelp.ca/biz/utsav-toronto,43.671054,-79.390955
Indian,"108 Ossington Avenue
Toronto, ON M6J 2Z4",Indian Grill,(647) 347-6600,$11-30,,https://www.yelp.ca/biz/indian-grill-toronto,43.646568,-79.419922
Indian,"55 Eglinton Avenue E
Toronto, ON M4P 1G8",TYC - The Yellow Chilli - By Sanjeev Kapoor,(416) 481-9397,$11-30,tycsk.ca,https://www.yelp.ca/biz/tyc-the-yellow-chilli-by-sanjeev-kapoor-toronto,43.707022,-79.396045
Indian,"256 Queens Quay W
Toronto, ON M5J 1B5",Indian Roti House,(416) 260-6666,$11-30,indianrotihouse.com,https://www.yelp.ca/biz/indian-roti-house-toronto,43.639414,-79.385503
Indian,"16 Market Street
Toronto, ON M5E",Bindia Indian Bistro,(416) 863-0000,$11-30,bindia.ca,https://www.yelp.ca/biz/bindia-indian-bistro-toronto,43.648695,-79.371995
Indian,"554 Queen Street W
Toronto, ON M5V 1V2",Gandhi Cuisine,(416) 504-8155,$11-30,,https://www.yelp.ca/biz/gandhi-cuisine-toronto-2,43.647509,-79.403091
Indian,"965 Eglinton Avenue W
Toronto, ON M6C 2C4",The Great Maratha,(416) 787-1020,$11-30,the-great-maratha.com,https://www.yelp.ca/biz/the-great-maratha-toronto-2,43.700038,-79.429257
Indian,"378 Browns Line
Toronto, ON M8W 3T7",Feast of Dilli,(647) 348-4567,$11-30,,https://www.yelp.ca/biz/feast-of-dilli-toronto,43.600725,-79.544793
Indian,"459 Queen Street W
Toronto, ON M5V 2A9",Saffron Spice Kitchen,(416) 203-0222,Under $10,saffronspicekitchen.com,https://www.yelp.ca/biz/saffron-spice-kitchen-toronto,43.648551,-79.397217
Indian,"641 Pharmacy Avenue
Toronto, ON M1L 3H3",Lageez,(416) 285-7999,$11-30,lageez.ca,https://www.yelp.ca/biz/lageez-toronto,43.710842,-79.291319
Indian,"351 Danforth Avenue
Toronto, ON M4K 1N7",Sher-E-Punjab,(416) 465-2125,$11-30,sher-e-punjab.ca,https://www.yelp.ca/biz/sher-e-punjab-toronto,43.677312,-79.353101
Indian,"778 St. Clair Avenue W
Toronto, ON M6C 1B6",Pukka,(416) 342-1906,$31-60,pukka.ca,https://www.yelp.ca/biz/pukka-toronto,43.681191,-79.429274
Indian,"1456 Queen Street W
Toronto, ON M6K 1M2",Mother India,(416) 588-4634,Under $10,motherindiarestaurant.ca,https://www.yelp.ca/biz/mother-india-toronto,43.640814,-79.436213
Indian,"80 Ellesmere Road
Units 5 & 6
Toronto, ON M1R 4C2",Mayur Fine Indian Cuisine,(647) 348-8484,$11-30,,https://www.yelp.ca/biz/mayur-fine-indian-cuisine-toronto,43.759268,-79.310935
Indian,"3108 Dundas Street W
Toronto, ON M6P 2A1",Leela Indian Food Bar,(416) 769-7777,$11-30,,https://www.yelp.ca/biz/leela-indian-food-bar-toronto-2,43.665686,-79.473764
Indian,"1410 Victoria Park Avenue
Unit 10
Toronto, ON M4A 2L8",The Veggie Thali,(416) 285-8344,Under $10,theveggiethali.com,https://www.yelp.ca/biz/the-veggie-thali-toronto,43.719418,-79.301018
