Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,google_place_id,google_formatted_address,google_lat,google_lng,google_types,match_method,status_website_http,outdated_score,outdated_flag,outdated_reason
Middle Eastern,"2993 Sheppard Avenue E
Toronto, ON M1T 1E5",Tasty Shawarma,(647) 435-3815,Under $10,,https://www.yelp.ca/biz/tasty-shawarma-toronto-2,43.776317,-79.318525,ChIJ79WzVk_S1IkRtHgWpUtOqoI,"2993 Sheppard Ave E, Scarborough, ON M1T 3J5",43.7759555,-79.3183733,"middle_eastern_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"2209 Bloor Street W
Toronto, ON M6S 2X9",Jerusalem Shawarma,(416) 763-1572,Under $10,jerusalemshawarma.ca,https://www.yelp.ca/biz/jerusalem-shawarma-toronto,43.651086,-79.47574,ChIJE8lyLIE2K4gRh8gPxzXtU3k,"2209 Bloor St W, Toronto, ON M6S 2X9",43.6510068,-79.4757716,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Middle Eastern,"768 Dundas Street W
Toronto, ON M6J 1T8",Dundas Shawarma,(416) 786-1041,Under $10,alibabas.ca,https://www.yelp.ca/biz/dundas-shawarma-toronto,43.652186,-79.407142,ChIJy91uveg0K4gR-SuvIh4p4nw,"768 Dundas St W, Toronto, ON M6J 1T8",43.6522195,-79.4071516,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Middle Eastern,"2901 Bayview Avenue
Toronto, ON M2K 1E6",Tabule Middle Eastern Cuisine,(416) 222-5424,$11-30,tabulebayview.com,https://www.yelp.ca/biz/tabule-middle-eastern-cuisine-toronto-5,43.769088,-79.385465,ChIJ9e8Y3EstK4gRGVjZNZGwIiM,"2901 Bayview Ave, North York, ON M2K 1E6",43.7686148,-79.3862693,"middle_eastern_restaurant,lebanese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Middle Eastern,"1921 Eglinton Avenue E
Toronto, ON M1L 2L6",Shawarma Boss,(416) 750-2277,Under $10,,https://www.yelp.ca/biz/shawarma-boss-toronto,43.726867,-79.288474,ChIJxYL-wQrO1IkRAnyVDFrwZGg,"8g, 1921 Eglinton Ave E, Scarborough, ON M1L 2L6",43.7268738,-79.2876533,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"78 Wellesley Street
Toronto, ON M4Y 1H2",Ghazale,(416) 922-4417,Under $10,ghazale.ca,https://www.yelp.ca/biz/ghazale-toronto-4,43.665892,-79.380154,ChIJVagxWPE1K4gRcrYlOFPBqjE,"4 Walmer Rd, Toronto, ON M5R 2W3",43.6665220,-79.4057946,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Middle Eastern,"126 Peter Street
Toronto, ON M5V 2G7",Habiba,(416) 786-1041,,habibaa.ca,https://www.yelp.ca/biz/habiba-toronto-5,43.648231,-79.393266,ChIJz5FJ8do0K4gRjPe6jugazIk,"126 Peter St, Toronto, ON M5V 2G7",43.6481602,-79.3934448,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Middle Eastern,"218 Queens Quay W
Toronto, ON",Shawarma Guys,(416) 363-8169,Under $10,,https://www.yelp.ca/biz/shawarma-guys-toronto,43.639688,-79.382766,ChIJwQspY9U0K4gRoZAeKz1I30g,"218 Queens Quay W, Toronto, ON M5J 2Y6",43.6400781,-79.3824464,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"30 Weston Road
Toronto, ON M6N 5H3",Habiba Home of Middle Eastern Cuisine,(416) 769-9992,$11-30,habibaa.ca,https://www.yelp.ca/biz/habiba-home-of-middle-eastern-cuisine-toronto-3,43.673467,-79.46858,ChIJ71R1HKUxK4gREbwRMnlPilI,"1806 Jane St, York, ON M9N 2T3",43.7068796,-79.5052084,"restaurant,food,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Middle Eastern,"339 College street
Toronto, ON M5T 1S2",Sindebad Restaurant,(416) 960-3960,,sindebad.ca,https://www.yelp.ca/biz/sindebad-restaurant-toronto,43.657378,-79.402807,ChIJMzj_3sE0K4gR5oOSsr4ZRkY,"339 College St, Toronto, ON M5T 1S2",43.6571629,-79.4026690,"restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Middle Eastern,"2488 Dufferin St
Toronto, ON M6B",Taste of Shawarma,(416) 783-5444,Under $10,,https://www.yelp.ca/biz/taste-of-shawarma-toronto,43.701018,-79.451899,ChIJ50-3S-ozK4gRiX7nB9FiDe0,"2488 Dufferin St, Toronto, ON M6B 3R1",43.7010542,-79.4521033,"middle_eastern_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1214 King Street W
Toronto, ON M6K 1G4",Habibi Shawarma,(647) 347-5525,Under $10,,https://www.yelp.ca/biz/habibi-shawarma-toronto,43.638954,-79.427963,ChIJx2dugak1K4gRJlGzzWEIZS0,"1214 King St W, Toronto, ON M6K 1G4",43.6390686,-79.4280266,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1A-773 warden Avenue
Toronto, ON M1L 4C2",Hatay shawarma,(647) 350-3434,,,https://www.yelp.ca/biz/hatay-shawarma-toronto-2,43.72392,-79.284764,ChIJSeaMnnTO1IkRT53vbCCvXgw,"773 Warden Ave., Scarborough, ON M1L 4B7",43.7239362,-79.2847851,"restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1331 Warden Avenue
Unit 1
Toronto, ON M1R 5A8",Dounia Restaurant,(647) 342-9271,,,https://www.yelp.ca/biz/dounia-restaurant-toronto-2,43.754713,-79.298538,ChIJ12VU2wTS1IkRwKjOm6xNySU,"1131 Warden Ave., North York, ON M1R 2R9",43.7545219,-79.2982975,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1904 Kennedy Road
Toronto, ON M1P 2L8",Johnny’s Shawarma,(416) 298-7917,Under $10,,https://www.yelp.ca/biz/johnnys-shawarma-toronto,43.766827,-79.281737,ChIJb6AN0o3R1IkRZHkD4fw6P70,"1904 Kennedy Rd, Scarborough, ON M1P 2L8",43.7668618,-79.2818753,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"214 Augusta Avenue
Toronto, ON M5T 2L8",Ashpazkhoune,(647) 648-6886,,,https://www.yelp.ca/biz/ashpazkhoune-toronto,43.654581,-79.402468,ChIJQbSaDcI0K4gR7_FwWNjy6Bk,"214 Augusta Ave, Toronto, ON M5T 2L8",43.6546767,-79.4023373,"mexican_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"936 Dixon Road
Toronto, ON M9W 1J9",Sido Shawarma,(416) 213-8047,$11-30,,https://www.yelp.ca/biz/sido-shawarma-toronto,43.687168,-79.597365,ChIJ05Y3WPE5K4gRWHFwZdPVMCc,"6465 Airport Rd, Mississauga, ON L4V 1R8",43.6933935,-79.6277555,"mediterranean_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"3180 Lake Shore Boulevard W
Toronto, ON M8V 4B7",Ghazale,(416) 252-4417,Under $10,ghazale.ca,https://www.yelp.ca/biz/ghazale-toronto-5,43.598147,-79.518738,ChIJpf88_zRIK4gRrMoOpYjpPr8,"3180 Lake Shore Blvd W, Etobicoke, ON M8V 4B7",43.5979699,-79.5191064,"middle_eastern_restaurant,vegan_restaurant,vegetarian_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Middle Eastern,"135 Fort York Boulevard
Toronto, ON M5V 0E3",Roses New York,(416) 551-7336,$11-30,rosesnewyork.com,https://www.yelp.ca/biz/roses-new-york-toronto,43.639051,-79.398981,ChIJt4An4iA1K4gRpeCxn6nY8qU,"135 Fort York Blvd, Toronto, ON M5V 0E3",43.6388900,-79.3989655,"restaurant,point_of_interest,food,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Middle Eastern,"2977 Lakeshore Boulevard W
Toronto, ON M8V 1J8",The Kebab House,(416) 792-7756,,,https://www.yelp.ca/biz/the-kebab-house-toronto,43.600319,-79.506907,ChIJPRvRHs9JK4gRhT6HAV5r2rU,"2977 Lake Shore Blvd W, Etobicoke, ON M8V 1B7",43.6002656,-79.5066732,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"9421 Jane Street
Unit 123
Toronto, ON M4W 1J5",Eat A Pita,(416) 920-9356,Under $10,xtremetaste.ca,https://www.yelp.ca/biz/eat-a-pita-toronto,43.71969,-79.50832,ChIJHx7cwY0vK4gR8RxER0CS_qA,"9421 Jane St Unit 124, Maple, ON L6A 4J3",43.8364802,-79.5333289,"restaurant,point_of_interest,food,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Middle Eastern,"251 Augusta Avenue
Toronto, ON M5T 2L7",ShawerMama,,,,https://www.yelp.ca/biz/shawermama-toronto,43.655022,-79.402196,ChIJq6r-EMI0K4gR-V24Ie0t--w,"251 Augusta Ave, Toronto, ON M5T 2L8",43.6550702,-79.4020168,"point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1018 Bloor St W
Toronto, ON M6H 1M2",The Empire,(416) 532-5511,Under $10,,https://www.yelp.ca/biz/the-empire-toronto,43.660979,-79.431068,ChIJTytn1V00K4gRtf1Qw3BRrtQ,"1018 Bloor St W, Toronto, ON M6H 1M2",43.6609336,-79.4310042,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"3451 Lawrence Avenue E
Cedarbrae Mall
Toronto, ON M1H 1B3",Habiba,(416) 289-1610,Under $10,habibaa.ca,https://www.yelp.ca/biz/habiba-toronto-6,43.758038,-79.227506,ChIJS2uepkDQ1IkRzsXz3bLbFYg,"3495 Lawrence Ave E, Scarborough, ON M1H 2A2",43.7580666,-79.2272458,"middle_eastern_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Middle Eastern,"113 Bond Street
Toronto, ON M5B 1Y2",The Hummussiah,(647) 505-4777,,thehummussiah.com,https://www.yelp.ca/biz/the-hummussiah-toronto,43.657171,-79.378524,ChIJrcm7bDXL1IkRJOfAyHY-ooI,"113 Bond St, Toronto, ON M5B 1Y2",43.6571728,-79.3785148,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Middle Eastern,"715 Queen Street W
Toronto, ON M6J 1E3",Ali Baba’s Middle Eastern Food,,Under $10,,https://www.yelp.ca/biz/ali-babas-middle-eastern-food-toronto,43.646722,-79.405977,ChIJX72eeR01K4gR7qA7C7uPweQ,"901 King St W, Toronto, ON M5V 1P5",43.6419138,-79.4115364,"middle_eastern_restaurant,barbecue_restaurant,catering_service,mediterranean_restaurant,food_delivery,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1 William Kitchen Road
Toronto, ON M1P 2Y4",Shawarma 360,(647) 347-9360,$11-30,,https://www.yelp.ca/biz/shawarma-360-toronto,43.770375,-79.278693,ChIJByt1GJDR1IkR73Dk-iS_YvA,"1 William Kitchen Rd, Scarborough, ON M1P 5B7",43.7708163,-79.2782926,"middle_eastern_restaurant,hamburger_restaurant,mediterranean_restaurant,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"5171 Yonge Street
Toronto, ON M2N 5P5",Shawarma Max,(647) 351-7629,Under $10,,https://www.yelp.ca/biz/shawarma-max-toronto-2,43.769579,-79.412767,ChIJEW4nfGUtK4gR6w2Xglglsu4,"5171 Yonge St, North York, ON M2N 5P5",43.7699231,-79.4128004,"middle_eastern_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1929 Kennedy Road
Toronto, ON M1P 2L9",Habibiz Restaurant & Cafe,(416) 345-4450,$11-30,,https://www.yelp.ca/biz/habibiz-restaurant-and-cafe-toronto,43.767927,-79.281546,ChIJ__-PC9bW1IkRN6343ol1rtk,"2761 Markham Rd, Toronto, ON M1X 0A4",43.8213424,-79.2463043,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"636 Yonge Street
Toronto, ON M4Y 1Z8",Shisha&Co,(416) 553-7673,,shishanco.com,https://www.yelp.ca/biz/shisha-and-co-toronto-2,43.666472,-79.385218,ChIJVc1QlSw1K4gRGxJzPKcWvPE,"542 Yonge St, Toronto, ON M4Y 1Y8",43.6642192,-79.3844822,"point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Middle Eastern,"101 College Street
Toronto, ON M5G 1L7",Anoush Middle Eastern Cuisine,(416) 340-7171,Under $10,,https://www.yelp.ca/biz/anoush-middle-eastern-cuisine-toronto-2,43.659778,-79.388315,ChIJMTv_5ng1K4gRiU4JEfSkRvM,"384 College St, Toronto, ON M5T 1S7",43.6570667,-79.4054176,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"60 Queen Street E
Toronto, ON M5C",Shawarma’s King,(416) 591-9167,Under $10,shawarmasking.ca,https://www.yelp.ca/biz/shawarmas-king-toronto-3,43.653338,-79.375638,ChIJW33FCTTL1IkRdJQL0NPouoo,"60 Queen St E, Toronto, ON M5B 1Y4",43.6533382,-79.3756380,"restaurant,point_of_interest,food,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Middle Eastern,"668 Yonge St
Toronto, ON M4Y 2A6",Best Shawarma Place,(416) 916-1272,,,https://www.yelp.ca/biz/best-shawarma-place-toronto,43.667189,-79.385676,ChIJodpBVyg1K4gRlFRR4nOCn1w,"987 Bay St., Toronto, ON M5S 3C4",43.6651439,-79.3872331,"restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"1618A Bloor St W
Toronto, ON M6P 1A6",Shawarma Station,,,,https://www.yelp.ca/biz/shawarma-station-toronto,43.65565,-79.455601,ChIJqzwu6V43K4gRhEHZjCG7qd4,"2202 Bloor St W, Toronto, ON M6S 1N4",43.6514138,-79.4756040,"middle_eastern_restaurant,mediterranean_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Middle Eastern,"2173 Lawrence Avenue E
Toronto, ON M1P 2P5",Oma kolsoom,,,,https://www.yelp.ca/biz/oma-kolsoom-toronto,43.747659,-79.28399,ChIJM0eWFfzR1IkRsY3clwhlo1s,"2173 Lawrence Ave E, Toronto, ON M1P 2P6",43.7472917,-79.2838506,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
